0	0	2.16108
0.0002	0.000432236	2.16128
0.0004	0.000864512	2.16148
0.0006	0.00129683	2.16168
0.0008	0.00172918	2.16188
0.001	0.00216158	2.16208
0.0012	0.00259402	2.16228
0.0014	0.00302649	2.16248
0.0016	0.00345901	2.16268
0.0018	0.00389156	2.16288
0.002	0.00432416	2.16308
0.0022	0.00475679	2.16327
0.0024	0.00518947	2.16347
0.0026	0.00562218	2.16367
0.0028	0.00605494	2.16387
0.003	0.00648773	2.16407
0.0032	0.00692056	2.16427
0.0034	0.00735344	2.16447
0.0036	0.00778635	2.16467
0.0038	0.0082193	2.16486
0.004	0.0086523	2.16506
0.0042	0.00908533	2.16526
0.0044	0.0095184	2.16546
0.0046	0.00995151	2.16566
0.0048	0.0103847	2.16585
0.005	0.0108179	2.16605
0.0052	0.0112511	2.16625
0.0054	0.0116844	2.16645
0.0056	0.0121177	2.16665
0.0058	0.012551	2.16684
0.006	0.0129844	2.16704
0.0062	0.0134178	2.16724
0.0064	0.0138513	2.16743
0.0066	0.0142848	2.16763
0.0068	0.0147183	2.16783
0.007	0.0151519	2.16803
0.0072	0.0155856	2.16822
0.0074	0.0160192	2.16842
0.0076	0.0164529	2.16862
0.0078	0.0168867	2.16881
0.008	0.0173205	2.16901
0.0082	0.0177543	2.16921
0.0084	0.0181881	2.1694
0.0086	0.018622	2.1696
0.0088	0.019056	2.16979
0.009	0.01949	2.16999
0.0092	0.019924	2.17019
0.0094	0.020358	2.17038
0.0096	0.0207921	2.17058
0.0098	0.0212263	2.17077
0.01	0.0216604	2.17097
0.0102	0.0220946	2.17116
0.0104	0.0225289	2.17136
0.0106	0.0229632	2.17155
0.0108	0.0233975	2.17175
0.011	0.0238319	2.17194
0.0112	0.0242663	2.17214
0.0114	0.0247007	2.17233
0.0116	0.0251352	2.17253
0.0118	0.0255698	2.17272
0.012	0.0260043	2.17292
0.0122	0.0264389	2.17311
0.0124	0.0268736	2.17331
0.0126	0.0273082	2.1735
0.0128	0.027743	2.1737
0.013	0.0281777	2.17389
0.0132	0.0286125	2.17408
0.0134	0.0290474	2.17428
0.0136	0.0294822	2.17447
0.0138	0.0299171	2.17466
0.014	0.0303521	2.17486
0.0142	0.0307871	2.17505
0.0144	0.0312221	2.17525
0.0146	0.0316572	2.17544
0.0148	0.0320923	2.17563
0.015	0.0325274	2.17582
0.0152	0.0329626	2.17602
0.0154	0.0333978	2.17621
0.0156	0.0338331	2.1764
0.0158	0.0342684	2.1766
0.016	0.0347037	2.17679
